Name,Location,Locality,City,Cuisine,Rating,Votes,Average-Cost,Latitude,Longitude
Cream Chemistry,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,7,400,17.41354065,78.37442514
Milkshake House,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,Shakes,5,1,400,17.4930841,78.4054408
Haiku,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Asian,  Sushi",4.3,49,1500,17.4436222,78.3519638
Dine O China,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Chinese,  Asian,  Seafood",4.3,338,1100,17.4436222,78.3519638
Sandwich Eatery,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Shakes",4.6,26,500,17.4930841,78.4054408
Ming Ustad,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian",4.1,263,1100,17.4698143,78.3853779
Raju Gari Vantillu,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Mughlai",3.1,3,1200,17.4436222,78.3519638
Taco Bell,"DSL VIRTUE MALL,Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Mexican,  Tex Mex",3.4,8,500,17.4001877,78.5550594
Thinespo,"Kompally, Secunderabad", Secunderabad,Hyderabad,"Italian,  Continental",4.3,23,900,17.5445867,78.4893074
Grandiose,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Arabian",3.5,28,800,17.4930841,78.4054408
Pind Balluchi,"Forum Sujana Mall,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Mughlai",4.1,225,1000,17.4841673,78.38891211
Salaam Namaste,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Hyderabadi,  Andhra,  North Indian",4.1,132,800,17.4698143,78.3853779
Hawte,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,23,400,17.4930841,78.4054408
The Old Madras Baking Company,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Bakery and Confectionary,  Desserts,  Fast Food,  Coffee",3.9,35,800,17.4436222,78.3519638
Belgian Waffle Factory,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Waffle",4.2,33,400,17.4930841,78.4054408
The Punjabis Swag,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.3,36,800,17.4436222,78.3519638
Foodies Flavoroso,"Jeedimetla, Secunderabad", Secunderabad,Hyderabad,Desserts,3.4,57,600,17.519687,78.4468876
Eagles Pizza,"Kothapet, East Hyderabad", East Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",3.4,40,600,17.3679931,78.5402248
Milkshake Buffin,"Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Shakes,  Desserts",4.3,11,300,17.4025091,78.5612562
Pondy Parottas,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Chinese,  South Indian",3.9,93,600,17.4698143,78.3853779
Indulge Ice Cream,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Ice Cream,  Desserts",4,1,300,17.4436222,78.3519638
Palamuru Grill,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Andhra,  North Indian",4.1,171,900,17.4587912,78.3730556
Hotel Swagath Grand,"Medchal, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Biryani",1,2,900,17.5090143,78.5061926
Tasty Village Multicuisine Restuarant,"Alwal, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  South Indian",3.3,10,500,17.5090143,78.5061926
Frat House,"SLN Terminus,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,Finger Food,3.6,47,2200,17.45230825,78.3628392
Sky Garden Rooftop Cafe,"Kompally, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Continental",3.8,130,1000,17.5445867,78.4893074
Hotel Mayukha Multicuisine Family Restaurant & Banquet Hall,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",3.9,95,1000,17.4930841,78.4054408
Coco Fit,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Juice,  Shakes",5,4,300,17.4930841,78.4054408
The Old Madras Baking Company,"Manikonda, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Bakery and Confectionary,  Pizza",3.8,15,600,17.41354065,78.37442514
32 Country Road Bar & Grill,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental,  Mexican,  Italian,  Chinese,  Asian",3.7,25,1600,17.4436222,78.3519638
Shree Santosh Family Dhaba,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.2,18,700,17.4930841,78.4054408
Latitude,"Le Meridien Hyderabad,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,Coffee,5,1,800,17.4497529,78.36348955
Gappe Vappe,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Street Food,  Fast Food",3,1,500,17.4930841,78.4054408
Pista House,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.1,89,900,17.4930841,78.4054408
Moxa Kitchen,"Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",3.8,13,1100,17.4698143,78.3853779
Harley's Fine Baking,"Nagole, East Hyderabad", East Hyderabad,Hyderabad,"Continental,  Desserts",4.6,6,500,17.3775306,78.5601231
Parathas & More,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Street Food",4.3,31,600,17.4587912,78.3730556
Punjabi Affair,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.4,62,800,17.4587912,78.3730556
Cabrito Al Mataam,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Arabian",4.2,117,500,17.4436222,78.3519638
Temptations,"Kompally, Secunderabad", Secunderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes,  Fast Food",5,2,600,17.5445867,78.4893074
Biggies Burger 'n' More,"SLN Terminus,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Burger",4.2,87,600,17.45230825,78.3628392
Pista House,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Hyderabadi",4,60,900,17.4587912,78.3730556
Tabla,"Uppal, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",4.1,208,1700,17.4025091,78.5612562
Gappe Vappe,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Street Food,  Fast Food",2.5,2,500,17.4436222,78.3519638
La Prezzo Woodfire Pizza,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Pizza",4.3,50,600,17.4436222,78.3519638
Aroma Multicusine Restaurant,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",3.9,36,1100,17.4436222,78.3519638
Frozen Bottle,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Shakes,  Desserts,  Waffle",3.4,4,300,17.4436222,78.3519638
Palanadu Ruchulu,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian,  Biryani",3.5,15,1100,17.4436222,78.3519638
Kobe Sizzlers,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Continental,  Asian,  Sizzlers",3.9,158,1200,17.4436222,78.3519638
Turquoise,"Le Meridien Hyderabad,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Continental,  American,  Health Food",2.9,7,2000,17.4497529,78.36348955
Raju Gari Vindu,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian,  Chinese",4.2,56,500,17.4587912,78.3730556
Namak-Pinch Of Delight,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Biryani,  Mughlai",3.9,11,600,17.4587912,78.3730556
Tabla,"Nagole, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",3.9,175,1200,17.3775306,78.5601231
Chef Baker's,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Desserts",4,1,600,17.4436222,78.3519638
The Hyderabad Oven,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,North Indian,4.5,2,500,17.4436222,78.3519638
Saharsh Udupi Grand,"Kothaguda, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian",2.3,11,300,17.458705,78.3638803
New Chaitanya Restaurant,"Nagole, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  South Indian,  Chinese,  Biryani",3,5,500,17.3775306,78.5601231
900 Degree Brick Oven Pizza,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Pizza,  Fast Food",4.3,3,600,17.4587912,78.3730556
Amaravathi Family Restaurant,"Pragathi Nagar, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.6,14,800,17.5081197,78.3961958
1989 Pizza & Thick Shakes,"Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Italian,  Fast Food,  Pizza,  Shakes",4.7,5,600,17.4025091,78.5612562
Sandwich Eatery,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Shakes",4.3,7,500,17.4587912,78.3730556
Code 32,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Finger Food",4.3,25,1500,17.4436222,78.3519638
1989 Milkshakes,"Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Fast Food,  Pizza,  Desserts,  Shakes",4.1,4,600,17.4025091,78.5612562
Kesariya's Sweets,"Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Mithai,  Street Food,  Chaat",1.3,3,200,17.4587912,78.3730556
Kebab Pavilion,"Ellaa Hotels,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Mughlai,  Hyderabadi",3.8,40,1500,17.44191375,78.34445516
Frozen Bottle,"L B Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Shakes,  Desserts",4.7,7,300,17.3498286,78.5479138
Indus,"Ellaa Hotels,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Mexican",3.9,134,1500,17.44191375,78.34445516
Alchemy Lounge,"Ellaa Hotels,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Mediterranean,  Oriental ",4.3,9,1700,17.44191375,78.34445516
Sandwich Eatery,"Nizampet, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Shakes",4.2,16,500,17.497553,78.3923796
Driven Cafe,"Kapil Towers,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"Coffee,  Fast Food",4.3,28,600,17.4218529,78.3388074
Collage,"Hyatt Hyderabad,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental,  Asian",4.1,104,2000,17.4184026,78.34157577
Dark Stone,"L B Nagar, East Hyderabad", East Hyderabad,Hyderabad,"Ice Cream,  Desserts,  Shakes",4,5,400,17.3498286,78.5479138
Ahoy Resto,"Kompally, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian",4.3,49,900,17.5445867,78.4893074
Firewater Restaurant and Banquets,"Miyapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese,  Hyderabadi",4.3,67,1500,17.4981608,78.3567628
Italia,"Ellaa Hotels,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,Italian,3.5,11,1500,17.44191375,78.34445516
Old Skool,"Kompally, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Arabian",4.1,99,700,17.5445867,78.4893074
Sandwich Eatery,"Miyapur, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Shakes",4.6,8,500,17.4981608,78.3567628
CF Fresh 100,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,Mexican,5,1,300,17.4436222,78.3519638
Ankapur Village Hotel,"Vanasthalipuram, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Andhra",4.4,35,1100,17.3303179,78.568278
Eagles Pizza,"Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",3.2,21,600,17.4025091,78.5612562
Cream Stone,"Chanda Nagar, West Hyderabad", West Hyderabad,Hyderabad,"Desserts,  Ice Cream",4.3,30,400,17.4962433,78.32490858
Punjabi Affair,"Nanakramguda, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.1,23,800,17.4258278,78.3405519
Eagles Pizza,"Miyapur, West Hyderabad", West Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",4.1,72,600,17.4981608,78.3567628
Chef Baker's,"Hafeezpet, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Desserts",2.3,2,600,17.4834409,78.3611316
The Bake Factory,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental,  Desserts",4.7,7,700,17.4881832,78.316112
Milkshake Buffin,"Vanasthalipuram, East Hyderabad", East Hyderabad,Hyderabad,Shakes,4.2,25,300,17.3303179,78.568278
Hotel M Grand,"Vanasthalipuram, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Mughlai",4,22,1000,17.3303179,78.568278
Bahar Biryani Cafe,"Hasthinapuram, East Hyderabad", East Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",3.1,163,800,17.32885495,78.54454562
The Scam,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Continental",4,88,1400,17.4881832,78.316112
Chinnari's Kitchen,"Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  South Indian",5,3,1200,17.4436222,78.3519638
Theth Masala,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",4.2,14,1200,17.4881832,78.316112
Santosh Klub,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.6,31,800,17.4881832,78.316112
Broccoli Pizza & Pasta,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Pizza",4.1,43,600,17.4881832,78.316112
Cafe Gluck,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Health Food",4.6,51,700,17.4881832,78.316112
Mid Land Bakers & Confectioners,"Hafeezpet, West Hyderabad", West Hyderabad,Hyderabad,"Bakery and Confectionary,  Continental,  Desserts",1,3,400,17.4834409,78.3611316
Makers Of Milkshakes,"Lingampally, West Hyderabad", West Hyderabad,Hyderabad,"Shakes,  Waffle",4.5,2,400,17.4881832,78.316112
Bikanervala,"Shamshabad, South Hyderabad", South Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Street Food,  Desserts,  Ice Cream,  Shakes",4.6,6,1100,17.3144112,78.37419433
Upper Deck,"Swagath De Royal,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.2,17,1000,17.4598195,78.3660069
B&W Restaurant - Swagath De Royal,"Swagath De Royal,Kondapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.9,141,1200,17.4598195,78.3660069
Cafe Peter,"Dhole Patil Road, East Pune", East Pune,Pune,"Italian,  Japanese,  Korean,  Desserts,  Coffee,  Waffle",4,26,900,18.5366198,73.8763502
Anna Idli,"Dhole Patil Road, East Pune", East Pune,Pune,"South Indian,  Andhra",4.4,96,500,18.5366198,73.8763502
Akss - India Reimagined,"Bund Garden Road, East Pune", East Pune,Pune,"North Indian,  Modern Indian",4.3,14,1000,18.5366198,73.8763502
Bhujbal Bandhu - Hotel Apulki,"Karve Nagar, West Pune", West Pune,Pune,Maharashtrian,4,1,600,18.5023094,73.8268308
Kerala Cafe,"Kalyani Nagar, East Pune", East Pune,Pune,"Kerala,  South Indian,  Seafood",3.8,103,1400,18.5444806,73.9056979
Wada By Hotel Gavran Tadka,"Pashan, West Pune", West Pune,Pune,"North Indian,  Maharashtrian",3.7,16,700,18.5403032,73.8179407
The Bombay Bunglow,"Kalyani Nagar, East Pune", East Pune,Pune,"North Indian,  Italian,  Continental",3.3,11,900,18.5444806,73.9056979
Elephant and Co.,"Kalyani Nagar, East Pune", East Pune,Pune,"Continental,  Fast Food",4.1,115,1500,18.5444806,73.9056979
Atithi,"Kalyani Nagar, East Pune", East Pune,Pune,"North Indian,  Chinese,  Continental,  Barbecue",3.6,6,1200,18.5444806,73.9056979
Kothrud Bowl Company,"Karve Nagar, West Pune", West Pune,Pune,"North Indian,  Chinese,  Continental",2,1,400,18.5023094,73.8268308
Hotel Al Zaika,"Karve Nagar, West Pune", West Pune,Pune,"North Indian,  Chinese,  Biryani",1,2,400,18.5023094,73.8268308
Carpe Diem,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.5,1289,1600,22.57313745,88.36473552
The Sugarr and Spice,"Maniktala, North Kolkata", North Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",3.5,6,300,22.5856398,88.3742373
New Paul Dhaba Veggie Hub,"Maniktala, North Kolkata", North Kolkata,Kolkata,"North Indian,  Chinese",4,18,500,22.5856398,88.3742373
@49,"Maniktala, North Kolkata", North Kolkata,Kolkata,"North Indian,  Chinese",5,2,600,22.5856398,88.3742373
Food Station,"College Street, North Kolkata", North Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Oriental ",4.4,41,500,22.5725127,88.3621463
Ganguram & Sons,"Maniktala, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Mithai",3.5,2,200,22.5856398,88.3742373
Flyers Multicuisine Restaurant,"Ultadanga, North Kolkata", North Kolkata,Kolkata,"Continental,  Middle Eastern",4.2,67,800,22.5947313,88.3836845
Aminia,"Shyambazar, North Kolkata", North Kolkata,Kolkata,"North Indian,  Biryani",4.1,335,700,22.601335,88.3724974
New Paul Dhaba,"Maniktala, North Kolkata", North Kolkata,Kolkata,"North Indian,  Chinese",4.3,3,500,22.5856398,88.3742373
Aqua Java,"Maniktala, North Kolkata", North Kolkata,Kolkata,"Italian,  Continental,  Fast Food,  Coffee",3.7,43,1000,22.5856398,88.3742373
The London Shakes,"Phool Bagan, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Shakes",4.2,28,500,22.6796053,88.37109075
Trapeze,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Continental",4.4,8,1200,22.5622545,88.3507941
Urbans Cafe,"Girish Park, North Kolkata", North Kolkata,Kolkata,Fast Food,4.4,7,500,22.5871445,88.3629415
The Lords and Barons,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Continental,  Italian",4.3,475,1500,22.57313745,88.36473552
Monginis,"Girish Park, North Kolkata", North Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.3,32,200,22.5871445,88.3629415
Wow! Momo,"Girish Park, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Tibetan",4.1,46,400,22.5871445,88.3629415
Peter Cat,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Continental",4.3,529,900,22.57313745,88.36473552
Kareem's,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Mughlai",4.4,274,1300,22.57313745,88.36473552
The Bhoj Company,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,"Bengali,  Chinese",4.3,460,600,22.5739543,88.34501521
Wow! Momo,"Ultadanga, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Tibetan",3.9,5,400,22.5947313,88.3836845
Wow! Momo,"Sealdah, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Tibetan",3.7,5,400,22.5656628,88.3723915
Zaranj,"New Market, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Mughlai",4.3,415,3400,22.5588995,88.3549297
Pa Pa Ya,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Japanese",4.7,618,2100,22.57313745,88.36473552
Ayan Fast Food Center,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  Fast Food,  Biryani",5,2,300,22.5739543,88.34501521
Little Roti,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  South Indian,  Chinese",4.1,65,500,22.57313745,88.36473552
Wow! China by Wow! Momo,"Park Street, Central Kolkata", Central Kolkata,Kolkata,Chinese,4.3,189,500,22.57313745,88.36473552
Calcutta 4,"Shyambazar, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Biryani",4.5,7,200,22.601335,88.3724974
Smooky Valentino,"Bara Bazar, North Kolkata", North Kolkata,Kolkata,Fast Food,3,1,500,22.5739543,88.34501521
Ping's Cafe Orient,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Asian,  Oriental ",4.4,465,1500,22.57313745,88.36473552
Mocambo,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Italian,  Continental,  North Indian",4.3,130,1000,22.57313745,88.36473552
Cafe Stadia,"Beliaghata, East Kolkata", East Kolkata,Kolkata,"North Indian,  Oriental ,  Fast Food,  Continental",5,1,700,22.5973297,88.3800701
The Bengal Lounge,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Bengali,  Seafood",4.3,36,1200,22.5739543,88.34501521
Zero Lounge,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Mughlai",4.4,24,1500,22.5739543,88.34501521
Please Don't Talk,"Ho Chi Minh Sarani, Central Kolkata", Central Kolkata,Kolkata,"Italian,  North Indian,  Japanese,  Lebanese",4.3,725,2000,22.5535665,88.35378297
Kwality Restaurant,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Continental,  Fast Food",4.2,99,1300,22.57313745,88.36473552
The Yellow Straw,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,"Juice,  Shakes",4.3,10,300,22.5739543,88.34501521
Monginis,"Tangra, East Kolkata", East Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.4,12,200,22.5660376,88.369557
Aaheli,"The Peerless Inn,Esplanade, Central Kolkata", Central Kolkata,Kolkata,Bengali,4.4,102,2000,22.5624378,88.35157125
What's In D Name,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Finger Food,  Street Food",4.2,340,1700,22.57313745,88.36473552
50 Shades,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese",4.8,5,800,22.57313745,88.36473552
Wow! Momo,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Fast Food,  Tibetan",4,119,400,22.57313745,88.36473552
Oceanic,"The Peerless Inn,Esplanade, Central Kolkata", Central Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Italian,  Continental,  European,  Seafood,  Oriental ",3.3,104,2500,22.5624378,88.35157125
Kitchen 165,"Tangra, East Kolkata", East Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Continental,  Oriental ",4.3,95,800,22.5660376,88.369557
The Bhoj Company,"New Market, Central Kolkata", Central Kolkata,Kolkata,Bengali,3.9,86,600,22.5588995,88.3549297
Kasturi Restaurant,"New Market, Central Kolkata", Central Kolkata,Kolkata,Bengali,4,17,700,22.5588995,88.3549297
Eaterniaa,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  Continental,  Seafood",4.6,29,600,22.57313745,88.36473552
Food King,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  Fast Food",4,1,300,22.57313745,88.36473552
Ego Retro Lounge,"The Peerless Inn,Esplanade, Central Kolkata", Central Kolkata,Kolkata,"Finger Food,  Asian",3.5,16,1500,22.5624378,88.35157125
Wow! Momo,"B B D Bagh, Central Kolkata", Central Kolkata,Kolkata,"Fast Food,  Tibetan",3.8,6,400,22.5739543,88.34501521
Don Giovanni's,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  North Indian,  Continental",3.9,48,1200,22.57313745,88.36473552
Ilish Truly Bong Restaurant,"Park Street, Central Kolkata", Central Kolkata,Kolkata,Bengali,4.2,37,1200,22.57313745,88.36473552
Wafira,"Ho Chi Minh Sarani, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Asian,  Continental",4.2,51,2000,22.5535665,88.35378297
The Accord,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese",4.2,67,700,22.57313745,88.36473552
Wow! Momo,"Esplanade, Central Kolkata", Central Kolkata,Kolkata,"Fast Food,  Tibetan",2.8,3,400,22.5641292,88.3502752
Moulin Rouge,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Seafood",4.1,119,1200,22.57313745,88.36473552
Waldorf,"Park Street, Central Kolkata", Central Kolkata,Kolkata,Chinese,3.9,68,1000,22.57313745,88.36473552
Roll It Out,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  Fast Food,  Shakes",4.1,78,300,22.57313745,88.36473552
Meals 'O' Memories,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,"Italian,  Fast Food",4.5,3,300,22.6058971,88.4111177
Chowman,"Ho Chi Minh Sarani, Central Kolkata", Central Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.6,64,900,22.5535665,88.35378297
Magnolia,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Continental,  North Indian,  Chinese",3.9,33,1200,22.57313745,88.36473552
National Hotel & Restaurant,"Howrah, Howrah", Howrah,Kolkata,"Mughlai,  Bengali",5,1,500,22.5833648,88.3403452
Krazy For Chocolates,"Howrah, Howrah", Howrah,Kolkata,"Desserts,  Bakery and Confectionary",3.9,14,300,22.5833648,88.3403452
Unplugged Courtyard,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Italian,  Continental,  Sushi",4.1,17,2800,22.57313745,88.36473552
Raj Restaurant,"Howrah, Howrah", Howrah,Kolkata,"South Indian,  Street Food",4.1,34,300,22.5833648,88.3403452
Amour,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Continental,  Seafood,  Finger Food,  Desserts",4.2,73,1000,22.5622545,88.3507941
Kung Pao ,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  Burmese,  Thai,  Oriental ",3.7,18,800,22.57313745,88.36473552
Wow! Momo,"Howrah, Howrah", Howrah,Kolkata,"Fast Food,  Tibetan",3.5,38,400,22.5833648,88.3403452
China Town,"Howrah, Howrah", Howrah,Kolkata,Chinese,5,3,800,22.5833648,88.3403452
Pub 13,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Continental",3.8,137,1100,22.5622545,88.3507941
Don Giovanni's,"Beliaghata, East Kolkata", East Kolkata,Kolkata,"Chinese,  North Indian,  Italian,  Thai",3.7,3,1200,22.5973297,88.3800701
The Hidden Kitchen,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Continental,  Fast Food",5,2,600,22.6058971,88.4111177
Krazy For Chocolates,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary",4.4,5,300,22.6058971,88.4111177
Floriana,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Seafood",3.6,50,1200,22.57313745,88.36473552
